anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
54421,Wakuwaku Hakubutsukan Adventure,UNKNOWN,わくわくはくぶつかんアドベンチャー,UNKNOWN,Action,No description available for this anime.,OVA,1.0,Jan 2016,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,32 min,PG - Children,13302.0,23352,0,UNKNOWN,44,https://cdn.myanimelist.net/images/anime/1326/133227.jpg
54422,Maru-neun Gangjwi (Music),UNKNOWN,마루는 강쥐,UNKNOWN,Fantasy,"Music video for the song ""Maru-neun Gangjwi"" by Pododang.",Music,1.0,"Feb 9, 2023",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Web manga,1 min,G - All Ages,UNKNOWN,20747,0,UNKNOWN,91,https://cdn.myanimelist.net/images/anime/1560/133233.jpg
54424,Kakkoii Ichinensei ni Naru made no 3-tsu no Yakusoku,UNKNOWN,かっこいい 1ねんせい になるまでの ３つのやくそく,UNKNOWN,Action,No description available for this anime.,OVA,1.0,2011,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,30 min,PG - Children,17114.0,23306,0,UNKNOWN,44,https://cdn.myanimelist.net/images/anime/1998/133244.jpg
54425,Atsumare! Kakkoii Ichinensei Power!: Korasho Kyuushutsu Daisakusen,UNKNOWN,あつまれ！かっこいい1ねんせい パワー！コラショきゅうしゅつだいさくせん,UNKNOWN,Action,No description available for this anime.,OVA,1.0,2013,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,30 min,PG - Children,14661.0,23132,0,UNKNOWN,46,https://cdn.myanimelist.net/images/anime/1009/133252.jpg
54426,Tottemo Tanoshii Christmas Minna de Chikara wo Awaseyou,UNKNOWN,とっても たのしい クリスマス みんなで ちからを あわせよう,UNKNOWN,Action,No description available for this anime.,OVA,1.0,2011,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,30 min,PG - Children,13064.0,23670,0,UNKNOWN,41,https://cdn.myanimelist.net/images/anime/1905/133253.jpg
54427,Ichinensei Daikatsuyaku DVD: Mirai no Shougakkou Tanken,UNKNOWN,1ねんせいだいかつやくDVD みらいの しょうがっこう たんけん,UNKNOWN,Action,No description available for this anime.,OVA,1.0,2012,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,30 min,PG - Children,16697.0,23903,0,UNKNOWN,40,https://cdn.myanimelist.net/images/anime/1273/133254.jpg
54428,Chuuchuu,Kiss Kiss,ちゅうちゅう,UNKNOWN,"Avant Garde, Romance","A man was born. He met a woman whom he fell in love with and kissed. They separated, but two people change shape and are reborn over time. A kiss is eternal. A journey of new life born from a kiss.

(Source: YouTube)",Movie,1.0,Feb 2015,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,PG-13 - Teens 13 or older,15328.0,21286,0,UNKNOWN,75,https://cdn.myanimelist.net/images/anime/1190/133281.jpg
54429,Kujira no Stage,UNKNOWN,クジラのステージ,UNKNOWN,UNKNOWN,Music video for the song Kujira no Stage by Cocco.,Music,1.0,"Feb 8, 2023",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,5 min,G - All Ages,UNKNOWN,20732,0,UNKNOWN,92,https://cdn.myanimelist.net/images/anime/1126/133282.jpg
54430,Düsseldorf Funk,UNKNOWN,Düsseldorf Funk,UNKNOWN,UNKNOWN,Music video for the song Düsseldorf Funk by Cymbals.,Music,1.0,"Jun 5, 2002",UNKNOWN,Finished Airing,Victor Entertainment,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,UNKNOWN,21450,0,UNKNOWN,72,https://cdn.myanimelist.net/images/anime/1608/133283.jpg
54431,Toaru Ossan no VRMMO Katsudouki,UNKNOWN,とあるおっさんのVRMMO活動記,UNKNOWN,"Action, Adventure, Comedy, Fantasy","A new type of VRMMO called ""One More Free Life Online"" is out. He logs in as a young boy avatar called ""Earth"". Taichi Tanaka (38, single) has a regular office job and enjoys playing video games in his free time. In a world where the player is free to do as they wish, he decides to master a skill that's been deemed to be useless! He makes potions that are too much of a hassle to make, cooks food that is excessively too good, and uses bizarre original weapons to hunt monsters...

(Source: Alpha Manga)",TV,UNKNOWN,Oct 2023 to ?,fall 2023,Not yet aired,UNKNOWN,UNKNOWN,Maho Film,Light novel,Unknown,UNKNOWN,UNKNOWN,9271,7,UNKNOWN,3267,https://cdn.myanimelist.net/images/anime/1354/135849.jpg
54434,Chan Chiho Challenge Channel,UNKNOWN,チャンチホチャレンジチャンネル,UNKNOWN,Comedy,"Video distributor Chan Chiho delivers various challenges related to Pokemon ""Chan Chiho Challenge Channel.""

(Source: Official YouTube Channel)",ONA,UNKNOWN,"Feb 10, 2023 to ?",UNKNOWN,Currently Airing,UNKNOWN,UNKNOWN,Pie in the sky,Game,5 min,G - All Ages,15124.0,20166,0,UNKNOWN,123,https://cdn.myanimelist.net/images/anime/1620/134548.jpg
54437,Lian Qi Shi Wan Nian,One Hundred Thousand Years of Qi Refining,炼气十万年,6.96,"Action, Adventure, Fantasy","One hundred thousand years ago, he was the founding disciple of the Tianlan Sect, his master ascended to the top, and he was refining Qi. Ninety thousand years ago, his martial nephew ascended, and he was refining Qi. Fifty thousand years ago, the old dog who was the gatekeeper of Tianlanzong also ascended, and he was still refining Qi. Thirty thousand years ago, the old tree at the foot of the mountain also became a demon, and he was still refining Qi before he could pass the catastrophe. Ten thousand years ago, Zhang Wuji, the 9872nd generation disciple of Tianlanzong, also ascended, and Xu Yang silently refined Qi. He retreated for 10,000 years, and finally, he broke through the 9999th floor of the Qi refining period! Ten thousand years later, he broke through and came out!

Source: Baidu",ONA,60.0,"Feb 18, 2023 to ?",UNKNOWN,Currently Airing,Tencent Penguin Pictures,UNKNOWN,Soyep,Web novel,Unknown,PG-13 - Teens 13 or older,4141.0,14445,7,135.0,571,https://cdn.myanimelist.net/images/anime/1567/133308.jpg
54440,Lycoris Recoil (Shinsaku Animation),UNKNOWN,リコリス・リコイル (新作アニメーション),UNKNOWN,Action,Lycoris Recoil new anime project.,UNKNOWN,UNKNOWN,Not available,UNKNOWN,Not yet aired,Aniplex,UNKNOWN,UNKNOWN,Original,Unknown,PG-13 - Teens 13 or older,UNKNOWN,3808,88,UNKNOWN,30096,https://cdn.myanimelist.net/images/anime/1435/133315.jpg
54441,Lost Butterfly,Lost Butterfly,Lost Butterfly,UNKNOWN,Avant Garde,Akira Oda's graduation work at Tama Art University in 1996.,Movie,1.0,"Sep 30, 1996",UNKNOWN,Finished Airing,Tamabi,UNKNOWN,UNKNOWN,Original,2 min,G - All Ages,17764.0,22013,0,UNKNOWN,62,https://cdn.myanimelist.net/images/anime/1427/133316.jpg
54442,Mietchi Cuisine,UNKNOWN,『MIETCHI CUISINE』アッシ・パルマンティエ / Hachis parmentier の作り方,UNKNOWN,Gourmet,"A cooking show-style animation produced in collaboration with Mietchi Cuisine.
A fun introduction to how to make ""Hachis Parmentier,"" one of the typical French home cooking.",ONA,1.0,"Mar 31, 2016",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,G - All Ages,18105.0,21269,0,UNKNOWN,75,https://cdn.myanimelist.net/images/anime/1607/133317.jpg
54444,Fanren Xiu Xian Chuan: Chongzhi Ban,UNKNOWN,凡人修仙传 重制版,UNKNOWN,"Action, Adventure, Fantasy",Remaster of the first season of Fanren Xiu Xian Chuan.,ONA,UNKNOWN,"Feb 5, 2023 to ?",UNKNOWN,Currently Airing,bilibili,UNKNOWN,"Original Force, Wonder Cat Animation",Novel,Unknown,PG-13 - Teens 13 or older,15843.0,17642,0,UNKNOWN,272,https://cdn.myanimelist.net/images/anime/1287/133320.jpg
54447,Chamoliese,UNKNOWN,チャモリーゼ,UNKNOWN,"Fantasy, Slice of Life",No description available for this anime.,Movie,1.0,2010,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Hananona Studio,Original,7 min,G - All Ages,15122.0,22715,0,UNKNOWN,51,https://cdn.myanimelist.net/images/anime/1409/133326.jpg
54448,Rappa,UNKNOWN,乱波,UNKNOWN,Action,No description available for this anime.,Movie,1.0,2014,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,5 min,R - 17+ (violence & profanity),19151.0,24258,0,UNKNOWN,37,https://cdn.myanimelist.net/images/anime/1607/133328.jpg
54449,Ishura,UNKNOWN,異修羅,UNKNOWN,"Action, Adventure, Fantasy","In a world where the Demon King has died, a host of demigods capable of felling him have inherited the world. A master fencer who can figure out how to take out their opponents with a single glance; a lancer so swift they can break the sound barrier; a wyvern rogue who fights with three legendary weapons at once; an all-powerful wizard who can speak thoughts into being; an angelic assassin who deals instant death. Eager to attain the title of ""True Hero,"" these champions each pursue challenges against formidable foes and spark conflicts among themselves. The battle to determine the mightiest of the mighty begins.

(Source: Yen Press)",TV,UNKNOWN,Not available,UNKNOWN,Not yet aired,Kadokawa,UNKNOWN,UNKNOWN,Light novel,Unknown,PG-13 - Teens 13 or older,UNKNOWN,8059,25,UNKNOWN,4949,https://cdn.myanimelist.net/images/anime/1444/137196.jpg
54451,Fushou Akiyama Yukari no Sensha Kouza: M4 Sherman in Girls & Panzer,UNKNOWN,不肖・秋山優花里の戦車講座 ～M4シャーマン in ガールズ＆パンツァー～,UNKNOWN,UNKNOWN,Special Episode included as a bonus with the Amazon.co.jp Blu-ray release of the Japanese World War II film FURY.,Special,1.0,"Mar 18, 2015",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,UNKNOWN,0.0,0,0,UNKNOWN,0,https://cdn.myanimelist.net/images/anime/1834/133336.jpg
54453,23:60,UNKNOWN,23:60,UNKNOWN,Horror,No description available for this anime.,Movie,1.0,2007,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,19 min,PG-13 - Teens 13 or older,14426.0,22283,0,UNKNOWN,57,https://cdn.myanimelist.net/images/anime/1729/133347.jpg
54454,Tanoshii Gakkou Seikatsu,School Is Fun,楽しい学校生活,UNKNOWN,Avant Garde,No description available for this anime.,Movie,1.0,2016,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,PG-13 - Teens 13 or older,12811.0,22426,0,UNKNOWN,55,https://cdn.myanimelist.net/images/anime/1885/133348.jpg
54455,Sonzai,Existence,存在,UNKNOWN,Romance,"Music video for the song ""Sonzai"" by TENSONG.",Music,1.0,"Dec 31, 2020",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,G - All Ages,UNKNOWN,22212,0,UNKNOWN,59,https://cdn.myanimelist.net/images/anime/1509/133349.jpg
54456,Sansara Naga 2 PV,UNKNOWN,サンサーラナーガ2 PV,UNKNOWN,Fantasy,"Promotional animation for the game ""Sansara Naga 2"".",OVA,1.0,1994,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Game,3 min,G - All Ages,19403.0,23402,0,UNKNOWN,43,https://cdn.myanimelist.net/images/anime/1131/133351.jpg
54458,Future Eve,UNKNOWN,フューチャー・イヴ,UNKNOWN,UNKNOWN,"Music video for sasakure.UK's song Future Eve, included on the ""Magical Mirai 10th Anniversary"" album.",Music,1.0,"Jun 17, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,UNKNOWN,20137,0,UNKNOWN,127,https://cdn.myanimelist.net/images/anime/1572/133352.jpg
54460,His Name Is Pesu.,UNKNOWN,His name is Pesu.,UNKNOWN,Drama,No description available for this anime.,Movie,1.0,2018,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,12 min,PG-13 - Teens 13 or older,16469.0,22858,0,UNKNOWN,50,https://cdn.myanimelist.net/images/anime/1889/133357.jpg
54461,Journey to the Bosei no Mezame,Journey to the Maternal Awakening,Journey to the 母性の目覚め,UNKNOWN,"Avant Garde, Drama","I was heading to junior high school one day when my maternal instincts suddenly kicked in. After being held hostage to those urges for a decade, I started to wonder if this feeling was really about motherliness. Virgin birth, genes, pregnancy… I journey through 10 years in search of the maternal.

(Source: Geidai Animation)",Movie,1.0,2021,UNKNOWN,Finished Airing,Geidai Animation,UNKNOWN,UNKNOWN,Original,5 min,PG-13 - Teens 13 or older,16983.0,23275,0,UNKNOWN,45,https://cdn.myanimelist.net/images/anime/1246/133358.jpg
54462,Hajimari no Owari,End of the Beginning,はじまりのおわり,UNKNOWN,Drama,"Music video for the song ""Hajimari no Owari"" by TENSONG.",Music,1.0,"Jan 21, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,UNKNOWN,22099,0,UNKNOWN,61,https://cdn.myanimelist.net/images/anime/1013/133359.jpg
54463,Vinland Saga Season 2: Drowning in the Shadow,UNKNOWN,ヴィンランド・サガ SEASON2 Drowning in the Shadow,7.45,"Action, Adventure, Drama","Thorfinn, shown initially as he appears as a member of Askeladd's raiders, cuts down some men in the middle of a raid. When he enters a nearby house, he finds a family cowering within.

(Source: ANN, edited)",ONA,1.0,"Feb 14, 2023",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,MAPPA,Manga,2 min,R - 17+ (violence & profanity),1878.0,4942,42,5128.0,16672,https://cdn.myanimelist.net/images/anime/1118/133378.jpg
54464,One in a Billion,UNKNOWN,One In A Billion,UNKNOWN,Fantasy,Music video for the song One In A Billion by ENHYPEN.,Music,1.0,"Sep 6, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Web manga,3 min,PG-13 - Teens 13 or older,UNKNOWN,20426,0,UNKNOWN,110,https://cdn.myanimelist.net/images/anime/1150/133362.jpg
54465,Miseen,UNKNOWN,ミザン,UNKNOWN,UNKNOWN,"Music video for Keina Suda and Meyuri's song ""Miseen.""",Music,1.0,"Apr 22, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,UNKNOWN,20780,0,UNKNOWN,89,https://cdn.myanimelist.net/images/anime/1805/133371.jpg
54466,Tricologe,UNKNOWN,トリコロージュ,UNKNOWN,UNKNOWN,"Music video for the song ""Tricologe"" from the mobile game Project Sekai Colorful Stage.",Music,1.0,"Feb 26, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,G - All Ages,UNKNOWN,20601,0,UNKNOWN,98,https://cdn.myanimelist.net/images/anime/1187/133372.jpg
54467,Inochikaragara,For Dear Life,命辛辛,UNKNOWN,UNKNOWN,"Music video for Nilfruit's song ""Inochikaragara.""",Music,1.0,"Feb 10, 2023",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,PG-13 - Teens 13 or older,UNKNOWN,20506,0,UNKNOWN,105,https://cdn.myanimelist.net/images/anime/1226/133373.jpg
54468,Akatsuki no Chinkonka,Requiem of the Dawn,暁の鎮魂歌,6.37,"Fantasy, Mystery","Animated music video for Linked Horizon's song ""Akatsuki no Chinkoka.""",Music,1.0,"Sep 19, 2018",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Music,4 min,PG-13 - Teens 13 or older,UNKNOWN,9343,15,1293.0,3148,https://cdn.myanimelist.net/images/anime/1650/133390.jpg
54473,Tsuraiya-iya,I Don't Like It,辛いや嫌,UNKNOWN,UNKNOWN,No description available for this anime.,Music,1.0,"Dec 20, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,2 min,PG-13 - Teens 13 or older,UNKNOWN,20995,0,UNKNOWN,81,https://cdn.myanimelist.net/images/anime/1939/133396.jpg
54475,Shark Ongaeshi,UNKNOWN,SHARK ONGAESHI~シャーク・恩返し~,UNKNOWN,"Action, Comedy, Sci-Fi",No description available for this anime.,ONA,1.0,"Nov 23, 2021",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,1 min,G - All Ages,19551.0,20919,0,UNKNOWN,84,https://cdn.myanimelist.net/images/anime/1570/133380.jpg
54476,Kirawareru Yuuki,Haters Gonna Hate,嫌われる勇気,UNKNOWN,Drama,Music video for the song Kirawareru Yuuki by TENSONG.,Music,1.0,"May 6, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,G - All Ages,UNKNOWN,21012,0,UNKNOWN,81,https://cdn.myanimelist.net/images/anime/1949/133381.jpg
54477,Transform,UNKNOWN,Transform,UNKNOWN,Avant Garde,No description available for this anime.,Movie,1.0,2021,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,13077.0,23305,0,UNKNOWN,44,https://cdn.myanimelist.net/images/anime/1910/133382.jpg
54478,Bite,UNKNOWN,Bite,UNKNOWN,UNKNOWN,"Music video for the song ""Bite"" by Jay Park.",Music,1.0,"Aug 18, 2022",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,PG - Children,UNKNOWN,20861,0,UNKNOWN,86,https://cdn.myanimelist.net/images/anime/1449/133387.jpg
54479,Sasir-eun The Truth Is,UNKNOWN,사실은 The Truth Is,UNKNOWN,UNKNOWN,"Music video for the song ""Sasir-eun The Truth Is"" by Jay Park.",Music,1.0,"Mar 21, 2016",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,PG - Children,UNKNOWN,21438,0,UNKNOWN,72,https://cdn.myanimelist.net/images/anime/1596/133388.jpg
54482,Glow feat. Gaeko,UNKNOWN,Glow (Feat. 개코),UNKNOWN,UNKNOWN,Music video for the song Glow by YANKIE &amp; Jean feat. Gaeko.,Music,1.0,"Jun 20, 2018",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,PG-13 - Teens 13 or older,UNKNOWN,23175,0,UNKNOWN,46,https://cdn.myanimelist.net/images/anime/1786/135610.jpg
54485,Kokkili feat. RM,UNKNOWN,코끼리 feat. RM,UNKNOWN,Avant Garde,Music video for the song Kokkili by Gaeko feat. RM,Music,1.0,"Apr 5, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,PG-13 - Teens 13 or older,UNKNOWN,23223,0,UNKNOWN,45,https://cdn.myanimelist.net/images/anime/1021/133397.jpg
54492,Kusuriya no Hitorigoto,The Apothecary Diaries,薬屋のひとりごと,UNKNOWN,"Drama, Mystery","In an imperial court in ancient China, it has been a few months since a 17-year-old girl known as Maomao was kidnapped and forced to work as a low-level servant at the emperor's palace. Still, she manages to retain her curious and pragmatic spirit, planning to work until her years of servitude are over. One day, however, she catches wind of the fact that the emperor's two infants have fallen gravely ill. She decides to secretly take action, drawing on her experience as a pharmacist raised in the poor red-light district.

Despite Maomao's attempts to remain anonymous, she soon catches the eye of Jinshi, an influential eunuch who recognizes her talents. Maomao soon finds herself in the emperor's inner court, where she gradually makes a name for herself by utilizing her knowledge and eccentric personality to solve various medical mysteries.",TV,UNKNOWN,2023 to ?,UNKNOWN,Not yet aired,TOHO animation,UNKNOWN,"OLM, TOHO animation STUDIO",Light novel,Unknown,UNKNOWN,UNKNOWN,4925,101,UNKNOWN,16761,https://cdn.myanimelist.net/images/anime/1674/137009.jpg
54494,Bokura Taiyou wo Mannaka ni,We the Sun at the Center,僕ら太陽を真ン中に,UNKNOWN,Slice of Life,No description available for this anime.,Movie,1.0,2001,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,14 min,G - All Ages,14966.0,23866,0,UNKNOWN,40,https://cdn.myanimelist.net/images/anime/1774/133409.jpg
54495,Kyoukai Senki: Kyokkou no Souki,UNKNOWN,境界戦機 極鋼ノ装鬼,UNKNOWN,"Action, Sci-Fi",New entry in the Kyoukai Senki franchise.,ONA,6.0,Jul 2023 to ?,UNKNOWN,Not yet aired,Bandai Spirits,UNKNOWN,Sunrise Beyond,Original,Unknown,UNKNOWN,UNKNOWN,11067,4,UNKNOWN,1741,https://cdn.myanimelist.net/images/anime/1679/135836.jpg
54496,"""Ai"" wo Taberu","Eating ""Love & Sorrow""",「あい」をたべる,UNKNOWN,Drama,"Graduate Work 2018 by Yuuta Watanabe, Tokyo Polytechnic University, Faculty of Arts, Department of Animation.",Movie,1.0,2018,UNKNOWN,Finished Airing,Tokyo Polytechnic University,UNKNOWN,UNKNOWN,Original,8 min,PG - Children,14403.0,22924,0,UNKNOWN,49,https://cdn.myanimelist.net/images/anime/1199/133411.jpg
54498,Movin' feat. Maia Hirasawa,UNKNOWN,MOVIN' feat. Maia Hirasawa,UNKNOWN,Sci-Fi,"Music video for the song Movin' by SOIL&amp;""PIMP""SESSIONS, featuring Maia Hirasawa.",Music,1.0,"Jul 20, 2011",UNKNOWN,Finished Airing,Victor Entertainment,UNKNOWN,UNKNOWN,Original,3 min,G - All Ages,UNKNOWN,22145,0,UNKNOWN,60,https://cdn.myanimelist.net/images/anime/1587/133412.jpg
54499,Tekisetsu de Itai,I Want to Be Appropriate,適切でいたい,UNKNOWN,UNKNOWN,"Music video for the song ""Tekisetsu de Itai"" by Dannie May.",Music,1.0,"Jun 9, 2021",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,PG-13 - Teens 13 or older,UNKNOWN,22059,0,UNKNOWN,61,https://cdn.myanimelist.net/images/anime/1646/133413.jpg
54500,Island Island,UNKNOWN,Island Island,UNKNOWN,Slice of Life,"Animated music video for the song ""Island Island"" by Bye Bye Badman.",Music,1.0,"Mar 5, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,PG - Children,UNKNOWN,21597,0,UNKNOWN,69,https://cdn.myanimelist.net/images/anime/1909/133426.jpg
54501,Full Moon,UNKNOWN,Full moon,UNKNOWN,UNKNOWN,"Animated music video for the song ""Full moon"" by NELL.",Music,1.0,"Mar 11, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,G - All Ages,UNKNOWN,20980,0,UNKNOWN,82,https://cdn.myanimelist.net/images/anime/1004/133427.jpg
54504,Bamgwa Byeol-ui Nolae,Starry Night (Music),밤과 별의 노래,UNKNOWN,Romance,Animated music video for the song Bamgwa Byeol-ui Nolae by Lee Jin-ah and ONEW.,Music,1.0,"Aug 11, 2016",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,G - All Ages,UNKNOWN,21441,0,UNKNOWN,72,https://cdn.myanimelist.net/images/anime/1372/133430.jpg
54505,Resist feat. MRSHLL,UNKNOWN,resist,UNKNOWN,Fantasy,"Animated music video for the song ""resist"" by djfriz.",Music,1.0,"Mar 27, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,5 min,PG-13 - Teens 13 or older,UNKNOWN,21437,0,UNKNOWN,72,https://cdn.myanimelist.net/images/anime/1493/133431.jpg
54506,Dive feat. MRSHLL and Megan Lee,UNKNOWN,Dive,UNKNOWN,Fantasy,"Animated music video for the song ""Dive"" by djfriz.",Music,1.0,"Feb 28, 2018",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,PG-13 - Teens 13 or older,UNKNOWN,21310,0,UNKNOWN,74,https://cdn.myanimelist.net/images/anime/1006/133432.jpg
54512,Neoui Mogsoli,Sound of Your Heart,너의 목소리,UNKNOWN,UNKNOWN,Music video for the song Neoui Mogsoli by SMTOWN X Steve Barakatt.,Music,1.0,"Dec 29, 2016",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Music,4 min,G - All Ages,UNKNOWN,23129,0,UNKNOWN,46,https://cdn.myanimelist.net/images/anime/1249/133438.jpg
54513,Years,Years,Years,UNKNOWN,Avant Garde,Music video for the song Years by Alesso X CHEN.,Music,1.0,"Oct 6, 2016",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,PG-13 - Teens 13 or older,UNKNOWN,22438,0,UNKNOWN,55,https://cdn.myanimelist.net/images/anime/1403/133439.jpg
54514,Dongseonglo feat. Crush,UNKNOWN,동성로,UNKNOWN,UNKNOWN,Music video for the song Dongseonglo by Rhythm Power feat. Crush.,Music,1.0,"Nov 22, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Studio Pivote,Original,2 min,PG-13 - Teens 13 or older,UNKNOWN,22941,0,UNKNOWN,49,https://cdn.myanimelist.net/images/anime/1982/133440.jpg
54515,Twigyeo,ProMeTheUs,ProMeTheUs (튀겨),UNKNOWN,UNKNOWN,"Music video for the song Twigyeo by YANKIE feat. Dok2, Juvie Train, Double K, RM of BTS, Topbob, Don Mills.",Music,1.0,"Jun 5, 2015",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,6 min,PG-13 - Teens 13 or older,UNKNOWN,23313,0,UNKNOWN,44,https://cdn.myanimelist.net/images/anime/1567/135673.jpg
54516,Island,Island,Island,UNKNOWN,Avant Garde,Music video for the song Island by Primary &amp; OHHYUK.,Music,1.0,"Mar 25, 2015",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,PG-13 - Teens 13 or older,UNKNOWN,23358,0,UNKNOWN,44,https://cdn.myanimelist.net/images/anime/1827/135672.jpg
54517,Namjaloseo,Great Expectation,남자로서 (Great Expectation),UNKNOWN,Avant Garde,Music video for the song Namjaloseo by Dynamicduo.,Music,1.0,"Jan 11, 2015",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,PG-13 - Teens 13 or older,UNKNOWN,23290,0,UNKNOWN,44,https://cdn.myanimelist.net/images/anime/1443/133442.jpg
54518,Stupid Love feat. Crush,UNKNOWN,Stupid Love (Feat. Crush),UNKNOWN,UNKNOWN,Music video for the song Stupid Love by Rhythm Power feat. Crush.,Music,1.0,"Feb 4, 2014",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,PG-13 - Teens 13 or older,UNKNOWN,23206,0,UNKNOWN,45,https://cdn.myanimelist.net/images/anime/1147/133443.jpg
54519,Mahou Shoujo Diana,UNKNOWN,魔法少女ダイアナ,UNKNOWN,"Comedy, Fantasy, Ecchi",Originally released on VHS at the 53rd Comiket in Winter 1997.,OVA,1.0,"Dec 28, 1997",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,8 min,R+ - Mild Nudity,17830.0,19724,0,UNKNOWN,150,https://cdn.myanimelist.net/images/anime/1143/133444.jpg
54521,Tomboy,Tomboy,톰보이,UNKNOWN,Avant Garde,Music video for the song Tomboy by HYUKOH.,Music,1.0,"Apr 24, 2017",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,PG-13 - Teens 13 or older,UNKNOWN,23310,0,UNKNOWN,44,https://cdn.myanimelist.net/images/anime/1011/133446.jpg
54524,Sandwich feat. Choi Jung-in,UNKNOWN,Sandwich (Feat. 정인),UNKNOWN,Avant Garde,Music video for the song Sandwich by Samuel Seo feat. Choi Jung-in.,Music,1.0,"Jun 15, 2016",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,PG-13 - Teens 13 or older,UNKNOWN,23524,0,UNKNOWN,42,https://cdn.myanimelist.net/images/anime/1453/133449.jpg
