anime_id,name,english_name,japanese_name,score,genres,primary_genre,type,episodes,aired,start_date,year,premiered,status,producers,licensors,studios,source,duration,duration_minutes,rating,rank,popularity,favorites,scored_by,members
22789,Barakamon,Barakamon,ばらかもん,8.38,Slice of Life,Slice of Life,TV,12,"Jul 6, 2014 to Sep 28, 2014",2014-07-06,2014.0,summer 2014,Finished Airing,"VAP, Nippon Television Network",Funimation,Kinema Citrus,Web manga,22 min per ep,22.0,PG-13 - Teens 13 or older,187.0,298,12576,328337.0,638276
39675,Ling Long: Incarnation,Ling Cage,灵笼: INCARNATION,7.18,"Action, Drama, Horror, Sci-Fi, Suspense",Action,ONA,6,"Jul 13, 2019 to Sep 21, 2019",2019-07-13,2019.0,UNKNOWN,Finished Airing,bilibili,UNKNOWN,YHKT Entertainment,Original,30 min per ep,30.0,R - 17+ (violence & profanity),3123.0,8052,34,1342.0,4949
42295,Fushigi Dagashiya: Zenitendou,UNKNOWN,ふしぎ駄菓子屋 銭天堂,5.89,Mystery,Mystery,TV,1,"Sep 8, 2020 to ?",2020-09-08,2020.0,fall 2020,Currently Airing,UNKNOWN,UNKNOWN,"Toei Animation, Gallop, Kanaban Graphics",Novel,10 min,10.0,UNKNOWN,9284.0,11299,3,159.0,1589
39196,Mairimashita! Iruma-kun,Welcome to Demon School! Iruma-kun,魔入りました！入間くん,7.75,"Comedy, Fantasy",Comedy,TV,23,"Oct 5, 2019 to Mar 7, 2020",2019-10-05,2019.0,fall 2019,Finished Airing,"NHK, NHK Enterprises",UNKNOWN,Bandai Namco Pictures,Manga,23 min per ep,23.0,PG-13 - Teens 13 or older,1015.0,457,3952,238819.0,450731
1387,Yakin Byoutou,Night Shift Nurses,夜勤病棟,6.27,Hentai,Hentai,OVA,10,"Dec 8, 2000 to Jan 30, 2004",2000-12-08,2000.0,UNKNOWN,Finished Airing,Discovery,"Central Park Media, Critical Mass Video",AT-2,Visual novel,28 min per ep,28.0,Rx - Hentai,12702.0,5576,79,4920.0,12161
2075,Kiko-chan Smile,UNKNOWN,きこちゃんすまいる,6.35,"Adventure, Comedy, Slice of Life",Adventure,TV,51,"Oct 5, 1996 to Sep 27, 1997",1996-10-05,1996.0,fall 1996,Finished Airing,TBS,UNKNOWN,"Eiken, Magic Bus",Manga,25 min per ep,25.0,PG-13 - Teens 13 or older,7134.0,11854,0,262.0,1297
15291,Hyakujitsu no Bara: Jinginaki Nikukyuu-hen,Maiden Rose Specials,百日の薔薇 仁義なき肉球編,6.63,"Boys Love, Erotica",Boys Love,Special,2,"May 29, 2009 to Oct 23, 2009",2009-05-29,2009.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,PrimeTime,Manga,5 min per ep,5.0,R+ - Mild Nudity,12702.0,6571,13,3952.0,8139
35076,Juuni Taisen,Juni Taisen: Zodiac War,十二大戦,6.54,Action,Action,TV,12,"Oct 3, 2017 to Dec 19, 2017",2017-10-03,2017.0,fall 2017,Finished Airing,"Sotsu, Mainichi Broadcasting System, AT-X, Studio Mausu, Tokyo MX, Avex Pictures, Shueisha, BS11, GYAO!, A-Sketch",Funimation,Graphinica,Novel,24 min per ep,24.0,R - 17+ (violence & profanity),6130.0,803,647,137741.0,281568
1166,Sakura Taisen: Gouka Kenran,Sakura Wars 2: Return of the Spirit Warriors,サクラ大戦 轟華絢爛,6.93,"Adventure, Sci-Fi, Slice of Life",Adventure,OVA,6,"Dec 18, 1999 to Dec 21, 2000",1999-12-18,1999.0,UNKNOWN,Finished Airing,"Bandai Visual, animate Film, d-rights, Sega, animate, Imagine",ADV Films,Radix,Game,30 min per ep,30.0,PG-13 - Teens 13 or older,4284.0,8202,9,1711.0,4715
5578,Gosho Aoyama's Collection of Short Stories,UNKNOWN,青山剛昌短編集,7.28,"Adventure, Comedy, Mystery",Adventure,Special,7,"Mar 17, 1999 to Dec 22, 1999",1999-03-17,1999.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,TMS Entertainment,Unknown,20 min per ep,20.0,PG-13 - Teens 13 or older,2615.0,7442,8,2761.0,5966
41917,Min Diao Ju Yi Wen Lu,Bureau of Paranormal Investigation,民调局异闻录,6.49,"Action, Adventure, Supernatural, Suspense",Action,ONA,12,"Aug 7, 2020 to Oct 16, 2020",2020-08-07,2020.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,B.CMAY PICTURES,Novel,24 min per ep,24.0,UNKNOWN,6422.0,8325,14,906.0,4525
48467,S-ke ni Totsuida M-jou no Nichijou,UNKNOWN,S家に嫁いだM嬢の日常,5.3,Hentai,Hentai,ONA,2,"Mar 12, 2021 to Mar 19, 2021",2021-03-12,2021.0,UNKNOWN,Finished Airing,BOMB! CUTE! BOMB!,UNKNOWN,UNKNOWN,Other,15 min per ep,15.0,Rx - Hentai,12702.0,10676,3,687.0,2000
42486,Shadowverse Recaps,UNKNOWN,シャドウバース特別編,5.44,Fantasy,Fantasy,Special,3,"Jun 30, 2020 to Mar 30, 2021",2020-06-30,2020.0,UNKNOWN,Finished Airing,"TV Tokyo, Sonilude",UNKNOWN,Zexcs,Card game,24 min per ep,24.0,PG - Children,10967.0,13117,0,303.0,863
36489,Beachside Lover,Beachside Lover,Beachside Lover,4.92,UNKNOWN,,Music,1,"Sep 5, 2016",2016-09-05,2016.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,3.0,G - All Ages,12702.0,16703,0,181.0,339
40158,Shinrabanshou.mp3,UNKNOWN,森羅万象.mp3,5.58,Avant Garde,Avant Garde,Special,1,"Feb 22, 2018",2018-02-22,2018.0,UNKNOWN,Finished Airing,Pie in the sky,UNKNOWN,UNKNOWN,Original,30 sec,0.5,G - All Ages,10532.0,16059,0,179.0,387
21649,Mitsuwano,UNKNOWN,みツわの,5.99,Slice of Life,Slice of Life,OVA,1,"Mar 12, 2014",2014-03-12,2014.0,UNKNOWN,Finished Airing,"Starchild Records, Grooove",UNKNOWN,Zexcs,Light novel,28 min,28.0,PG-13 - Teens 13 or older,8897.0,8107,1,2193.0,4855
32518,Shoujo kara Shoujo e...,UNKNOWN,少女から娼女へ...,6.92,Hentai,Hentai,OVA,2,"Feb 12, 2016 to Mar 11, 2016",2016-02-12,2016.0,UNKNOWN,Finished Airing,EDGE,UNKNOWN,BreakBottle,Manga,17 min per ep,17.0,Rx - Hentai,12702.0,6506,25,2981.0,8321
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Maquia: When the Promised Flower Blooms,さよならの朝に約束の花をかざろう,8.4,"Drama, Fantasy",Drama,Movie,1,"Feb 24, 2018",2018-02-24,2018.0,UNKNOWN,Finished Airing,"Bandai Visual, Lantis, Rakuonsha, Showgate, Hakuhodo DY Music & Pictures, Cygames",Eleven Arts,P.A. Works,Original,1 hr 54 min,114.0,PG-13 - Teens 13 or older,176.0,528,6995,177284.0,403624
2931,Mokke,UNKNOWN,もっけ,7.05,"Mystery, Slice of Life, Supernatural",Mystery,TV,24,"Oct 3, 2007 to Mar 16, 2008",2007-10-03,2007.0,fall 2007,Finished Airing,"Kodansha, Nagoya Broadcasting Network",UNKNOWN,"Madhouse, Tezuka Productions",Manga,24 min per ep,24.0,PG - Children,3764.0,5104,30,3225.0,15092
10073,Seikon no Qwaser II,The Qwaser of Stigmata II,聖痕のクェイサー II,6.31,"Action, Supernatural, Ecchi",Action,TV,12,"Apr 12, 2011 to Jun 28, 2011",2011-04-12,2011.0,spring 2011,Finished Airing,UNKNOWN,Sentai Filmworks,Hoods Entertainment,Manga,24 min per ep,24.0,R+ - Mild Nudity,7327.0,1554,126,61131.0,133784
52289,"Kanojo, Okarishimasu 2nd Season: Date Movie",Rent-a-Girlfriend Season 2: Date Movie,彼女、お借りします 第2期 デートムービー,5.64,"Comedy, Romance",Comedy,ONA,12,"May 25, 2022 to Sep 25, 2022",2022-05-25,2022.0,UNKNOWN,Finished Airing,TMS Entertainment,UNKNOWN,AQUA ARIS,Manga,1 min per ep,1.0,PG-13 - Teens 13 or older,10314.0,7589,21,522.0,5674
34382,Citrus,Citrus,シトラス,6.45,"Drama, Girls Love, Romance",Drama,TV,12,"Jan 6, 2018 to Mar 24, 2018",2018-01-06,2018.0,winter 2018,Finished Airing,"Sotsu, Lantis, AT-X, KlockWorx, Happinet Pictures, BS Fuji, Tokyo MX, Infinite, Children's Playground Entertainment, Ichijinsha, Crunchyroll SC Anime Fund",Funimation,Passione,Manga,23 min per ep,23.0,PG-13 - Teens 13 or older,6600.0,413,3739,263361.0,495327
5084,Mai Mai Shinko to Sennen no Mahou,Mai-Mai Miracle,マイマイ新子と千年の魔法,7.2,"Adventure, Award Winning, Drama",Adventure,Movie,1,"Aug 15, 2009",2009-08-15,2009.0,UNKNOWN,Finished Airing,"Avex Entertainment, Shochiku",NYAV Post,Madhouse,Novel,1 hr 35 min,95.0,PG - Children,3032.0,5086,21,5473.0,15243
22447,Hello Kitty no Momotarou,Hello Kitty in Momotaro,ハローキティの桃太郎,5.81,Fantasy,Fantasy,OVA,1,"Oct 26, 2001",2001-10-26,2001.0,UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,15 min,15.0,G - All Ages,9649.0,14005,2,205.0,651
17681,Zettai Bouei Leviathan,Leviathan: The Last Defense,絶対防衛レヴィアタン,6.3,"Comedy, Fantasy",Comedy,TV,13,"Apr 6, 2013 to Jul 6, 2013",2013-04-06,2013.0,spring 2013,Finished Airing,"TV Tokyo, ZERO-A, GREE",Sentai Filmworks,Gonzo,Game,20 min per ep,20.0,PG-13 - Teens 13 or older,7424.0,3935,37,11207.0,27951
3232,Bannou Bunka Neko-Musume Specials,UNKNOWN,万能文化猫娘,6.3,"Action, Adventure, Comedy, Sci-Fi",Action,Special,2,"Aug 1, 1999",1999-08-01,1999.0,UNKNOWN,Finished Airing,Movic,UNKNOWN,Ashi Productions,Unknown,23 min per ep,23.0,PG-13 - Teens 13 or older,7371.0,10815,1,707.0,1911
36828,Caligula (TV),Caligula,カリギュラ,6.0,"Action, Sci-Fi",Action,TV,12,"Apr 8, 2018 to Jun 24, 2018",2018-04-08,2018.0,spring 2018,Finished Airing,"Pony Canyon, FuRyu","Discotek Media, Ponycan USA",Satelight,Game,23 min per ep,23.0,PG-13 - Teens 13 or older,8819.0,2317,107,25786.0,75187
51514,Hisui (Music),UNKNOWN,ヒスイ,5.81,UNKNOWN,,Music,1,"Nov 19, 2021",2021-11-19,2021.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Geek Toys,Original,4 min,4.0,G - All Ages,12702.0,19040,0,106.0,189
37243,Kataribe Jinkou Chinou ga Tsubuyaku Noroi no Yogen,UNKNOWN,カタリベ　人工知能がつぶやく呪いの予言,4.46,"Horror, Suspense",Horror,ONA,1,"Feb 2, 2018",2018-02-02,2018.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Manga,1 min,1.0,PG-13 - Teens 13 or older,12491.0,13899,0,271.0,677
12419,Guilty Crown: Kiseki - Reassortment,Guilty Crown Locus: Reassortment,ギルティクラウン 軌跡： Reassortment,7.1,"Action, Sci-Fi",Action,Special,1,"Jan 3, 2012",2012-01-03,2012.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Production I.G,Original,48 min,48.0,R - 17+ (violence & profanity),3538.0,3371,39,15876.0,38196
35667,Ame no Ten Ten,UNKNOWN,雨のてん・てん,5.48,UNKNOWN,,Music,1,"Jun 3, 1985",1985-06-03,1985.0,UNKNOWN,Finished Airing,NHK,UNKNOWN,UNKNOWN,Original,2 min,2.0,G - All Ages,12702.0,15752,0,204.0,414
7625,Yousei Dick,Fairy Dick,妖精ディック,5.71,Fantasy,Fantasy,TV,26,"Jun 7, 1992 to Dec 6, 1992",1992-06-07,1992.0,summer 1992,Finished Airing,"Marubeni, Grouper Productions",UNKNOWN,UNKNOWN,Unknown,20 min per ep,20.0,PG - Children,10034.0,13811,5,169.0,697
37690,Fure! Fure! Daijoubu!,UNKNOWN,フレ！フレ！大丈夫！,5.61,UNKNOWN,,Music,1,"Oct 1, 2010",2010-10-01,2010.0,UNKNOWN,Finished Airing,NHK,UNKNOWN,UNKNOWN,Original,4 min,4.0,G - All Ages,12702.0,18378,0,111.0,230
23237,Chuunibyou demo Koi ga Shitai! Ren Specials,"Love, Chunibyo & Other Delusions: Heart Throb Specials",中二病でも恋がしたい！戀 未放送ショートムービー,7.13,Comedy,Comedy,Special,7,"Mar 19, 2014 to Sep 17, 2014",2014-03-19,2014.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Kyoto Animation,Light novel,3 min per ep,3.0,PG-13 - Teens 13 or older,3387.0,2462,44,32449.0,67913
35805,Cinderella Girls Gekijou Specials,THE IDOLM@STER CINDERELLA GIRLS Theater,シンデレラガールズ劇場,6.24,"Comedy, Slice of Life",Comedy,Special,2,"Jun 28, 2017 to Jul 26, 2017",2017-06-28,2017.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,"Gathering, Lesprit",4-koma manga,2 min per ep,2.0,PG-13 - Teens 13 or older,7669.0,9877,0,571.0,2594
36474,Sword Art Online: Alicization,Sword Art Online: Alicization,ソードアート・オンライン アリシゼーション,7.56,"Action, Adventure, Fantasy",Action,TV,24,"Oct 7, 2018 to Mar 31, 2019",2018-10-07,2018.0,fall 2018,Finished Airing,"Aniplex, Genco, Bandai Namco Entertainment, Egg Firm, Straight Edge, Kadokawa",Aniplex of America,A-1 Pictures,Light novel,24 min per ep,24.0,R - 17+ (violence & profanity),1523.0,145,7036,587461.0,991983
1992,Chou Kousoku Gran Doll,Hyper Speed GranDoll,超光速グランドール,5.51,"Action, Comedy",Action,OVA,3,"Aug 23, 1997 to Dec 18, 1997",1997-08-23,1997.0,UNKNOWN,Finished Airing,Bandai Visual,UNKNOWN,Zero-G Room,Unknown,29 min per ep,29.0,R+ - Mild Nudity,10740.0,10427,2,737.0,2164
39570,High Score Girl II,UNKNOWN,ハイスコアガール II,7.97,Comedy,Comedy,TV,9,"Oct 26, 2019 to Dec 21, 2019",2019-10-26,2019.0,fall 2019,Finished Airing,"Square Enix, Mainichi Broadcasting System, Magic Capsule, Warner Bros. Japan, KlockWorx, Good Smile Company",UNKNOWN,J.C.Staff,Manga,23 min per ep,23.0,PG-13 - Teens 13 or older,620.0,1596,833,75825.0,130005
18457,Hanasaka Jijii,UNKNOWN,花咲爺,4.8,"Comedy, Drama",Comedy,Movie,1,"Aug 26, 1917",1917-08-26,1917.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Other,6 min,6.0,G - All Ages,12200.0,12203,0,514.0,1150
34015,Seikatsu Shidou!! Anime Edition,UNKNOWN,せいかつ指導!! Anime Edition,6.16,Hentai,Hentai,OVA,2,"Oct 7, 2016 to Nov 4, 2016",2016-10-07,2016.0,UNKNOWN,Finished Airing,"MS Pictures, Chippai",UNKNOWN,Studio 9 Maiami,Manga,14 min per ep,14.0,Rx - Hentai,12702.0,7460,16,2491.0,5935
2033,Tamala 2010: A Punk Cat in Space,Tamala 2010: A Punk Cat in Space,タマラ 2010 ア パンク キャット イン スペース,5.95,"Avant Garde, Comedy, Sci-Fi",Avant Garde,Movie,1,"Oct 19, 2002",2002-10-19,2002.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,1 hr 30 min,90.0,R - 17+ (violence & profanity),9067.0,5992,61,3143.0,10216
19351,Nijiiro☆Prism Girl,UNKNOWN,にじいろ☆プリズムガール,6.1,"Comedy, Romance",Comedy,OVA,4,"Aug 3, 2013 to Nov 30, 2013",2013-08-03,2013.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,SynergySP,Manga,12 min per ep,12.0,PG - Children,8344.0,8900,3,1574.0,3644
10202,Kamen Rider Den-O: Imagin Anime 3,UNKNOWN,仮面ライダー電王: イマジンあにめ 3,6.13,"Action, Adventure, Comedy",Action,OVA,12,"Oct 21, 2010",2010-10-21,2010.0,UNKNOWN,Finished Airing,animate Film,UNKNOWN,UNKNOWN,Unknown,4 min per ep,4.0,G - All Ages,8247.0,13165,1,312.0,851
859,Digimon Savers,Digimon Data Squad,デジモンセイバーズ,6.95,"Adventure, Comedy, Drama, Fantasy",Adventure,TV,48,"Apr 2, 2006 to Mar 25, 2007",2006-04-02,2006.0,spring 2006,Finished Airing,Fuji TV,Flatiron Film Company,Toei Animation,Original,23 min per ep,23.0,PG - Children,4181.0,2137,312,50373.0,85683
3069,Yamato yo Towa ni,Be Forever Yamato,ヤマトよ永遠に,6.59,"Action, Adventure, Drama, Sci-Fi",Action,Movie,1,"Aug 2, 1980",1980-08-02,1980.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Original,2 hr 28 min,148.0,PG-13 - Teens 13 or older,5860.0,8897,8,1246.0,3651
611,Platonic Chain,UNKNOWN,プラトニック・チェーン,5.64,"Sci-Fi, Slice of Life",Sci-Fi,TV,24,"Oct 5, 2002 to Mar 29, 2003",2002-10-05,2002.0,fall 2002,Finished Airing,UNKNOWN,UNKNOWN,ACiD FiLM,Novel,6 min per ep,6.0,PG-13 - Teens 13 or older,10326.0,8279,21,941.0,4598
35999,Dia Horizon (Kabu),UNKNOWN,ディアホライゾン（被）,4.84,"Action, Adventure, Fantasy",Action,TV,12,"Oct 3, 2017 to Dec 19, 2017",2017-10-03,2017.0,fall 2017,Finished Airing,Square Enix,UNKNOWN,Fanworks,Mixed media,3 min per ep,3.0,PG-13 - Teens 13 or older,12148.0,7996,5,356.0,5030
33145,Detective Conan: Chase the Mysterious Comet Monster!,UNKNOWN,名探偵コナン 謎のすい星怪獣を追え!,6.39,Mystery,Mystery,OVA,1,"Nov 9, 2001",2001-11-09,2001.0,UNKNOWN,Finished Airing,Shogakukan,UNKNOWN,UNKNOWN,Manga,14 min,14.0,G - All Ages,6915.0,9443,1,776.0,3044
233,Daa! Daa! Daa!,UNKNOWN,だぁ! だぁ! だぁ!,7.66,"Comedy, Sci-Fi",Comedy,TV,78,"Mar 28, 2000 to Feb 26, 2002",2000-03-28,2000.0,spring 2000,Finished Airing,UNKNOWN,UNKNOWN,J.C.Staff,Manga,25 min per ep,25.0,G - All Ages,1243.0,4164,249,11246.0,24641
753,Chijoku Shinsatsushitsu,Doctor Shameless,恥辱診察室,6.16,Hentai,Hentai,OVA,2,"May 25, 2003 to Sep 25, 2003",2003-05-25,2003.0,UNKNOWN,Finished Airing,Milky Animation Label,Media Blasters,T-Rex,Visual novel,26 min per ep,26.0,Rx - Hentai,12702.0,7620,12,2041.0,5610
34423,Spring has come!,Spring has come!,Spring has come!,5.11,UNKNOWN,,ONA,1,"Apr 4, 2016",2016-04-04,2016.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Decovocal,Original,44 sec,0.73,G - All Ages,11763.0,17376,1,116.0,288
51482,Generic Riot!!,Generic Riot!!,Generic Riot!!,6.21,"Action, Sports",Action,Music,1,"Mar 15, 2022",2022-03-15,2022.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Hurray!,Original,3 min,3.0,G - All Ages,12702.0,18033,0,134.0,248
42091,Shingeki no Kyojin: Chronicle,Attack on Titan: Chronicle,進撃の巨人 〜クロニクル〜,7.73,"Action, Drama",Action,Movie,1,"Jul 17, 2020",2020-07-17,2020.0,UNKNOWN,Finished Airing,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",UNKNOWN,Wit Studio,Manga,2 hr,120.0,R - 17+ (violence & profanity),1078.0,2208,224,25414.0,81015
28979,To LOVE-Ru Darkness 2nd,To LOVE Ru Darkness 2,To LOVEる -とらぶる- ダークネス2nd,7.44,"Comedy, Romance, Sci-Fi, Ecchi",Comedy,TV,12,"Jul 7, 2015 to Sep 29, 2015",2015-07-07,2015.0,summer 2015,Finished Airing,"TBS, Magic Capsule, Warner Bros. Japan, NBCUniversal Entertainment Japan, Shueisha",Sentai Filmworks,Xebec,Manga,23 min per ep,23.0,R+ - Mild Nudity,1929.0,891,963,132140.0,251281
50515,Artiswitch Picture Drama,UNKNOWN,Artiswitch Picture Drama,6.43,"Slice of Life, Supernatural",Slice of Life,ONA,5,"Dec 3, 2021 to Feb 4, 2022",2021-12-03,2021.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Sunrise,Original,5 min per ep,5.0,PG-13 - Teens 13 or older,6729.0,12071,4,390.0,1203
259,Happy☆Lesson,UNKNOWN,HAPPY☆LESSON,6.6,"Comedy, Romance",Comedy,OVA,5,"Jul 19, 2001 to May 23, 2003",2001-07-19,2001.0,UNKNOWN,Finished Airing,KSS,UNKNOWN,"Studio Kyuuma, Venet, Chaos Project",Unknown,30 min per ep,30.0,PG-13 - Teens 13 or older,5824.0,5696,14,4538.0,11553
16143,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,"One Piece: Emergency Planning, A Perfect Strategy for the One Piece",緊急企画ワンピース完全攻略法,7.07,"Action, Adventure, Fantasy",Action,Special,1,"Dec 22, 1999",1999-12-22,1999.0,UNKNOWN,Finished Airing,"Fuji TV, TAP",UNKNOWN,Toei Animation,Manga,24 min,24.0,PG-13 - Teens 13 or older,3683.0,4870,11,6734.0,17268
1008,Ranma ½: Yomigaeru Kioku,UNKNOWN,らんま1/2 SPECIAL よみがえる記憶,7.58,"Comedy, Drama, Romance",Comedy,OVA,2,"Dec 16, 1994 to Feb 17, 1995",1994-12-16,1994.0,UNKNOWN,Finished Airing,"Pony Canyon, Fuji TV",VIZ Media,Studio Deen,Manga,30 min per ep,30.0,PG-13 - Teens 13 or older,1449.0,4739,30,8899.0,18513
3266,Ai Yori Aoshi: Enishi - Miyuki,UNKNOWN,藍より青し～縁～ Miyuki,6.9,"Comedy, Drama, Romance, Ecchi",Comedy,Special,1,"Dec 31, 2003",2003-12-31,2003.0,UNKNOWN,Finished Airing,UNKNOWN,"Funimation, Geneon Entertainment USA",J.C.Staff,Manga,15 min,15.0,PG-13 - Teens 13 or older,4373.0,4815,15,9344.0,17784
36529,The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!,THE IDOLM@STER SideM: 315 Variety Pack! Made In Passion!,アイドルマスター SideM 特別編「315バラエティパック！ Made In Passion！ 」,6.4,UNKNOWN,,Special,1,"Jun 27, 2018",2018-06-27,2018.0,UNKNOWN,Finished Airing,"Aniplex, Lantis, Bandai Namco Live Creative, Bandai Namco Entertainment, ABC Animation",UNKNOWN,A-1 Pictures,Game,25 min,25.0,PG-13 - Teens 13 or older,6873.0,9540,4,354.0,2936
1917,Kidou Senshi Gundam MS IGLOO: 1-nen Sensou Hiroku,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,機動戦士ガンダム MS IGLOO: 1年戦争秘録,6.55,Sci-Fi,Sci-Fi,OVA,3,"Jul 19, 2004 to Nov 3, 2004",2004-07-19,2004.0,UNKNOWN,Finished Airing,UNKNOWN,"Nozomi Entertainment, Bandai Visual USA",Sunrise,Original,27 min per ep,27.0,PG-13 - Teens 13 or older,6055.0,5071,14,7711.0,15407
38068,Poputepipikku Kinen,Pop Team Epic Kinen,ポプテピ記念,6.3,Sports,Sports,ONA,1,"Jun 14, 2018",2018-06-14,2018.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Space Neko Company,4-koma manga,2 min,2.0,PG-13 - Teens 13 or older,7407.0,7451,5,2064.0,5943
14893,"Dakara Boku wa, H ga Dekinai. Mie Sugi! Mizugi Contest","So, I Can't Play H! Episode 13",だから僕は、Ｈができない 。 見えすぎ! 水着コンテスト,6.64,"Comedy, Romance, Ecchi",Comedy,OVA,1,"Mar 29, 2013",2013-03-29,2013.0,UNKNOWN,Finished Airing,"Sotsu, Fujimi Shobo",UNKNOWN,feel.,Light novel,24 min,24.0,R+ - Mild Nudity,5648.0,2549,29,34245.0,63977
10122,Kowarekake no Orgel Special,UNKNOWN,こわれかけのオルゴール,6.86,"Drama, Sci-Fi, Slice of Life",Drama,Special,1,"Dec 24, 2010",2010-12-24,2010.0,UNKNOWN,Finished Airing,ElectromagneticWave,UNKNOWN,UNKNOWN,Original,8 min,8.0,G - All Ages,4586.0,6021,2,5669.0,10097
49112,Amemiya-san,UNKNOWN,雨宮さん,6.41,Comedy,Comedy,ONA,3,"Mar 9, 2021 to Aug 27, 2021",2021-03-09,2021.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Other,1 min per ep,1.0,G - All Ages,6806.0,13093,1,199.0,871
44410,Xing Hai Qishi,Knights on Debris,星骸骑士,6.61,"Action, Fantasy, Sci-Fi",Action,ONA,7,"Dec 30, 2020 to Feb 3, 2021",2020-12-30,2020.0,UNKNOWN,Finished Airing,"Tencent Penguin Pictures, D.ROCK-ART",UNKNOWN,UNKNOWN,Original,23 min per ep,23.0,PG-13 - Teens 13 or older,5784.0,11652,5,378.0,1399
718,Yume de Aetara (TV),If I See You in My Dreams,夢で逢えたら,6.34,"Comedy, Drama, Romance, Slice of Life",Comedy,TV,16,"Nov 30, 1998 to Dec 24, 1998",1998-11-30,1998.0,fall 1998,Finished Airing,TBS,Media Blasters,J.C.Staff,Manga,7 min per ep,7.0,R+ - Mild Nudity,7178.0,6856,8,2768.0,7326
30652,Long Riders!,Long Riders!,ろんぐらいだぁす！,6.7,"Comedy, Slice of Life, Sports",Comedy,TV,12,"Oct 8, 2016 to Feb 5, 2017",2016-10-08,2016.0,fall 2016,Finished Airing,"Lantis, DAX Production, NBCUniversal Entertainment Japan, Hakuhodo DY Music & Pictures, Ichijinsha, Bandai Channel",Sentai Filmworks,Actas,Manga,23 min per ep,23.0,PG-13 - Teens 13 or older,5310.0,3973,61,9751.0,27279
29994,Misato-chan no Yume Nikki,UNKNOWN,みさとちゃんの夢日記,4.92,Hentai,Hentai,OVA,1,"Jul 30, 1999",1999-07-30,1999.0,UNKNOWN,Finished Airing,"Allure, Mediabank",UNKNOWN,UNKNOWN,Visual novel,55 min,55.0,Rx - Hentai,12702.0,13737,1,161.0,717
41842,Shin Tennis no Ouji-sama: Hyoutei vs. Rikkai - Game of Future,UNKNOWN,新テニスの王子様 氷帝 vs 立海 Game of Future,7.01,Sports,Sports,ONA,2,"Feb 13, 2021 to Apr 17, 2021",2021-02-13,2021.0,UNKNOWN,Finished Airing,"Production I.G, TV Tokyo, Nihon Ad Systems, Marvelous AQL, Shueisha, Bandai Namco Arts",UNKNOWN,"M.S.C, Studio Kai",Manga,48 min per ep,48.0,PG-13 - Teens 13 or older,3962.0,9468,14,812.0,3023
51579,Shinshoku!! Chikyuu Zeniki Zen Ocean,Domination! All the World Is an Ocean,浸食!! 地球全域全おーしゃん,5.95,UNKNOWN,,Music,1,"Sep 18, 2021",2021-09-18,2021.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,2 min,2.0,G - All Ages,12702.0,18070,0,124.0,245
39208,100% Renewable Energy,100% Renewable Energy,100% Renewable Energy,5.51,UNKNOWN,,Special,1,Mar 2012,2012-03-01,2012.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,2 min,2.0,G - All Ages,10735.0,14265,0,317.0,603
40811,Kuroi Neko,A Black Cat,黒い猫,5.51,Avant Garde,Avant Garde,Movie,1,2015,2015-01-01,2015.0,UNKNOWN,Finished Airing,Geidai Animation,UNKNOWN,UNKNOWN,Original,2 min,2.0,G - All Ages,10749.0,17011,0,163.0,318
