id,title,budget,revenue,runtime,popularity,release_date,original_language,status,genres
3599,Spirit Warrior,2,2309,55.0,1.0,1994-05-20,ja,OVA,"Action, Horror"
2819,Dragon Warrior,43,6323,24.0,22.0,1989-12-02,ja,TV,"Action, Adventure, Fantasy"
1947,Strange Steel Fairy Rouran,28,2211,12.0,2.0,2002-11-15,ja,TV,"Action, Fantasy"
17961,Tetsuwan Atom: Chikyuu Saigo no Hi,1,1039,16.0,0.0,2001-07-20,ja,Movie,Sci-Fi
30123,Snow White with the Red Hair,12,644304,24.0,7280.0,2015-07-07,ja,TV,"Drama, Fantasy, Romance"
587,Looking Up At The Half-Moon,6,98705,24.0,496.0,2006-01-13,ja,TV,"Comedy, Drama, Romance"
10849,Invade! Squid Girl: Won't You Eat Squid Ice Cream?,1,6714,4.0,0.0,2011-07-06,ja,Music,UNKNOWN
9938,Croisée in a Foreign Labyrinth The Animation,12,57615,23.0,170.0,2011-07-04,ja,TV,Slice of Life
43523,Tsukimichi -Moonlit Fantasy-,12,366457,23.0,3601.0,2021-07-07,ja,TV,"Action, Adventure, Comedy, Fantasy"
28639,Futon,1,943,6.0,2.0,2012-01-01,ja,Movie,Avant Garde
3974,Birdy the Mighty: Decode,13,93650,24.0,386.0,2008-07-05,ja,TV,"Action, Comedy, Sci-Fi"
22583,Space Brothers #0,1,7198,95.0,5.0,2014-08-09,ja,Movie,"Comedy, Sci-Fi"
49590,The Tatami Time Machine Blues,6,34887,20.0,216.0,2022-09-14,ja,ONA,"Comedy, Mystery, Romance, Suspense"
40780,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana Recap,1,2258,23.0,2.0,2019-12-01,ja,Special,"Action, Fantasy"
35683,Midnight Crazy Trail,1,5522,23.0,3.0,2018-03-10,ja,Movie,UNKNOWN
32900,The Irregular at Magic High School The Movie - The Girl Who Summons The Stars,1,182159,90.0,440.0,2017-06-17,ja,Movie,"Action, Fantasy, Sci-Fi"
42223,Oujo & Onna Kishi W Do Gehin Roshutsu,2,4372,19.0,14.0,2020-08-28,ja,OVA,"Fantasy, Hentai"
29796,Oshizuka ni,1,303,4.0,0.0,1980-01-01,ja,Movie,UNKNOWN
18389,Heisei Policemen!!,6,420,5.0,1.0,2013-04-11,ja,ONA,Comedy
52999,Ensemble Stars!! Tsuioku Selection Element,6,2220,12.0,31.0,2023-04-06,ja,ONA,UNKNOWN
32936,The Silver Guardian,12,108896,13.0,121.0,2017-04-01,ja,TV,"Adventure, Fantasy"
1240,Sailor Moon SuperS the Movie: Black Dream Hole,1,39998,60.0,52.0,1995-12-23,ja,Movie,Drama
7158,Dr. Slump and Arale-chan: N-cha!! Excited Heart of Summer Vacation,1,1336,20.0,0.0,1994-07-09,ja,Movie,"Comedy, Sci-Fi"
49930,How a Realist Hero Rebuilt the Kingdom Part 2,13,220895,24.0,1341.0,2022-01-09,ja,TV,"Action, Fantasy, Romance"
28859,Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,1,7093,27.0,32.0,2015-02-27,ja,OVA,Hentai
5246,Adesugata Mahou no Sannin Musume,1,1380,29.0,1.0,1986-03-28,ja,OVA,Comedy
33534,Curly,1,382,3.0,0.0,2014-10-10,ja,ONA,Comedy
478,Aquarion,26,75292,24.0,354.0,2005-04-05,ja,TV,"Action, Fantasy, Romance, Sci-Fi"
2054,Carol,1,1738,59.0,2.0,1990-03-21,ja,OVA,Fantasy
32954,Flying Witch Petit,9,16205,2.0,8.0,2016-03-18,ja,ONA,"Slice of Life, Supernatural"
153,The Twelve Kingdoms,45,144333,25.0,2403.0,2002-04-09,ja,TV,"Action, Adventure, Fantasy"
5940,The Sacred Blacksmith,12,180575,23.0,225.0,2009-10-03,ja,TV,"Action, Adventure, Fantasy"
155,X - The Movie,1,36913,97.0,117.0,1996-08-03,ja,Movie,"Action, Drama, Fantasy, Horror, Sci-Fi, Supernatural"
14913,Battle Spirits: Sword Eyes,29,2609,25.0,7.0,2012-09-09,ja,TV,"Adventure, Fantasy"
9253,Steins;Gate,24,2440369,24.0,182964.0,2011-04-06,ja,TV,"Drama, Sci-Fi, Suspense"
1205,A Traveller's Diary,6,25640,3.0,116.0,2003-03-19,ja,ONA,"Adventure, Fantasy"
3380,Hana Dorei,2,2110,29.0,0.0,2001-08-10,ja,OVA,Hentai
35182,Cute High Earth Defense Club LOVE! LOVE! LOVE!,1,8996,56.0,24.0,2017-08-26,ja,OVA,Comedy
29989,Breathing of the Wind: Animation Correspondence,1,546,3.0,0.0,2001-01-01,ja,Movie,Avant Garde
1133,Tenchi Muyou! GXP,26,30470,24.0,133.0,2002-04-02,ja,TV,"Action, Comedy, Sci-Fi"
36302,Candy no Yume,1,276,2.0,0.0,1978-12-02,ja,Music,UNKNOWN
8317,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,1,10505,56.0,5.0,2008-08-27,ja,Special,Comedy
40298,Saga of Tanya the Evil: The Movie - Manner Movie,1,18307,2.0,20.0,2019-02-08,ja,Movie,UNKNOWN
37601,Lord of Vermilion: The Crimson King,12,43407,23.0,39.0,2018-07-14,ja,TV,"Action, Fantasy"
3419,Sumomomo Momomo: Chijou Saikyou no Yome Specials,2,12334,23.0,8.0,2007-09-04,ja,Special,"Comedy, Romance, Ecchi"
7724,Shiki,22,580431,22.0,8148.0,2010-07-09,ja,TV,"Horror, Mystery, Supernatural, Suspense"
9515,High School of the Dead: Drifters of the Dead,1,298434,16.0,356.0,2011-04-26,ja,OVA,"Comedy, Supernatural, Ecchi"
29291,Behind a Smile,1,1001,4.0,0.0,2010-06-16,ja,Music,Action
29792,Five Small Stories,1,338,19.0,0.0,1974-01-01,ja,Movie,UNKNOWN
35077,Gooorgeous,1,1453,1.0,1.0,2017-03-12,ja,Music,Ecchi
8949,Hamtaro: Ham-Hams Ahoy!,1,1618,44.0,1.0,2003-03-01,ja,OVA,UNKNOWN
2377,Kisaku,6,3397,28.0,14.0,2002-01-25,ja,OVA,Hentai
41223,Memory of Chang'an,12,7990,16.0,51.0,2020-10-28,ja,ONA,Romance
3916,Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,2,5720,28.0,14.0,2007-06-22,ja,OVA,Hentai
49979,"I'm the Villainess, So I'm Taming the Final Boss",12,139432,23.0,806.0,2022-10-01,ja,TV,"Comedy, Fantasy, Romance"
3447,Ghost in the Shell: Stand Alone Complex - Solid State Society: Uchikomatic Days,1,12379,4.0,11.0,2007-07-24,ja,Special,"Comedy, Sci-Fi"
1172,Slayers Try,26,53576,23.0,221.0,1997-04-04,ja,TV,"Adventure, Comedy, Fantasy"
48867,The Young Brewmaster's Adventure,20,1142,18.0,9.0,2022-07-27,ja,ONA,"Action, Fantasy"
41456,Combatants Will Be Dispatched!,12,350472,24.0,1969.0,2021-04-04,ja,TV,"Action, Comedy, Fantasy, Sci-Fi"
12191,Glitter Force,48,41499,24.0,375.0,2012-02-05,ja,TV,"Action, Fantasy"
45486,Kuma Kuma Kuma Bear Punch!,12,58525,23.0,355.0,2023-04-03,ja,TV,"Adventure, Comedy, Fantasy"
52745,Liella no Uta 2,12,1656,1.0,7.0,2022-07-17,ja,Music,UNKNOWN
9100,"Umi Monogatari: Marin's ""What Is This?""",4,3000,2.0,1.0,2009-11-22,ja,Special,Comedy
10547,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,1,13185,24.0,3.0,2011-06-24,ja,OVA,"Drama, Fantasy, Romance, Ecchi"
29988,Commercial War,1,604,4.0,0.0,1971-01-01,ja,Movie,Avant Garde
9015,Obake no... Holly,200,604,10.0,1.0,1991-01-28,ja,TV,"Comedy, Fantasy"
33011,KAIJU GIRLS,12,9550,5.0,15.0,2016-09-27,ja,ONA,"Comedy, Fantasy"
20889,Kuro no Su: Chronus,1,18854,25.0,9.0,2014-03-01,ja,Movie,UNKNOWN
48471,Irina: The Vampire Cosmonaut,12,140342,23.0,689.0,2021-10-04,ja,TV,"Fantasy, Sci-Fi"
32755,Gregorio,1,403,5.0,0.0,2012-10-26,ja,Music,UNKNOWN
17819,Swimming,1,13913,0.5,8.0,2013-03-07,ja,Special,Sports
27737,Battle Spirits: Burning Soul,51,3920,22.0,17.0,2015-04-01,ja,TV,UNKNOWN
21039,Gatchaman Crowds Insight,12,73522,23.0,186.0,2015-07-05,ja,TV,"Action, Sci-Fi"
1828,Catblue Dynamite,1,2059,42.0,1.0,2006-12-22,ja,ONA,"Action, Fantasy"
909,Geneshaft,13,13873,23.0,15.0,2001-04-05,ja,TV,"Adventure, Sci-Fi"
4017,Magical Moe,1,2058,23.0,3.0,2007-08-24,ja,OVA,Hentai
9591,Code Geass: Lelouch of the Rebellion R2 Extra Flash - Baba Theater Redux,9,16503,1.0,15.0,2008-08-22,ja,Special,UNKNOWN
19397,Zettai Bouei Leviathan: Mini Takibi Gekijou,13,2031,4.0,1.0,2013-07-07,ja,Special,"Comedy, Fantasy"
3848,"One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura",1,63589,113.0,19.0,2008-03-01,ja,Movie,"Action, Adventure, Fantasy"
7522,Tai Chi Chasers,39,1657,27.0,7.0,2007-04-29,ja,TV,"Action, Adventure, Fantasy"
28157,Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,1,15064,30.0,92.0,2014-12-05,ja,OVA,Hentai
23053,Dialogue Between Two,1,878,7.0,1.0,2004-01-01,ja,Movie,Avant Garde
50427,Dozens of Norths,1,1498,64.0,10.0,2021-11-06,ja,Movie,"Adventure, Award Winning, Fantasy, Suspense"
51638,Doggy God's Street,1,2249,3.0,21.0,2022-04-13,ja,Music,UNKNOWN
10683,Tentacle and Witches,4,17646,27.0,142.0,2011-05-27,ja,OVA,"Supernatural, Hentai"
11113,Bunny Drop Specials,4,69099,5.0,38.0,2011-10-28,ja,Special,Slice of Life
3602,Galaxy Express 999: Eternal Fantasy,1,4627,54.0,4.0,1998-03-07,ja,Movie,"Action, Drama, Sci-Fi"
2732,Baby Grandma,53,949,7.0,0.0,2002-04-08,ja,TV,"Comedy, Drama"
34602,Guomin Laogong Dai Huijia,12,21208,11.0,76.0,2016-10-03,ja,ONA,"Drama, Romance"
8899,Marine Boy,65,842,25.0,2.0,1969-01-13,ja,TV,"Action, Adventure, Sci-Fi"
36754,Kakuriyo: Bed and Breakfast for Spirits,26,157436,23.0,1298.0,2018-04-02,ja,TV,"Drama, Fantasy, Gourmet, Romance"
109,Burst Angel,24,69227,23.0,234.0,2004-04-07,ja,TV,"Adventure, Comedy, Sci-Fi"
7578,Neighborhood Story The Movie,1,3465,30.0,5.0,1996-03-02,ja,Movie,"Comedy, Drama, Romance"
44429,Connected...,1,428,2.0,1.0,2020-12-06,ja,ONA,Sci-Fi
50090,Inko Colors the Animation 2,1,436,7.0,0.0,2021-10-09,ja,ONA,"Adventure, Slice of Life"
32827,B: The Beginning,12,333387,23.0,1379.0,2018-03-02,ja,ONA,"Action, Mystery, Supernatural, Suspense"
2584,Armored Trooper Votoms: Big Battle,1,3545,60.0,4.0,1986-07-05,ja,OVA,"Action, Drama, Sci-Fi"
50505,Kirakira (2021),1,448,2.0,1.0,2021-12-01,ja,Music,UNKNOWN
13423,Fushigi Sekai Atagoul Monogatari,1,439,3.0,1.0,2003-03-01,ja,Movie,Adventure
6843,Baby Kangaroo's Birthday Surprise,1,1120,9.0,3.0,1941-02-01,ja,Movie,Adventure
23393,Shin Don Chuck Monogatari,73,762,25.0,3.0,1976-04-07,ja,TV,"Adventure, Slice of Life"
44267,My Name Is Elite☆,1,313,3.0,0.0,2019-02-26,ja,Music,UNKNOWN
18397,Attack on Titan OAD,3,442327,23.0,897.0,2013-12-09,ja,OVA,"Action, Drama"
599,Phantom Quest Corp.,4,6120,30.0,8.0,1994-08-25,ja,OVA,"Action, Adventure, Comedy, Supernatural"
10039,Chinpui Specials,2,394,10.0,0.0,1989-12-29,ja,Special,Comedy
24637,G-On Riders Special,1,1076,24.0,0.0,2003-03-21,ja,Special,"Comedy, Sci-Fi, Ecchi"
39185,Tatakau Mono-tachi e Ai wo Komete,1,420,5.0,0.0,2018-07-12,ja,Music,Drama
3886,Super Mario Brothers: Great Mission to Rescue Princess Peach,1,5716,60.0,17.0,1986-07-20,ja,Movie,"Adventure, Comedy"
25939,Mahou Shoujo Lyrical Nanoha ViVid,12,25523,25.0,45.0,2015-04-03,ja,TV,"Action, Adventure"
39728,Eden (ONA),4,17408,25.0,35.0,2021-05-27,ja,ONA,"Fantasy, Sci-Fi, Slice of Life"
12885,Dynamic Super Robots Soushingekki,3,1343,2.0,0.0,2000-12-21,ja,Special,"Action, Sci-Fi"
10417,GYO: Tokyo Fish Attack!,1,59221,70.0,57.0,2011-10-29,ja,Movie,Horror
4086,Muka Muka Paradise,51,2730,25.0,4.0,1993-09-04,ja,TV,"Adventure, Comedy"
12789,Yasashii Lion,1,904,27.0,1.0,1970-03-21,ja,Movie,"Award Winning, Fantasy"
42316,If I Could be a Comet,3,245,3.0,0.0,2020-06-18,ja,Music,UNKNOWN
6831,Hatanosuke and the Haunted House,1,1147,1.0,1.0,1935-01-01,ja,Movie,Supernatural
654,Galaxy Angel AA,2,3705,13.0,3.0,2003-11-28,ja,Special,"Comedy, Sci-Fi"
19103,Mesu Saga: Persona,1,6419,23.0,27.0,2013-07-19,ja,OVA,Hentai
28197,Ofuro no Kazoe Uta,1,374,3.0,0.0,1980-01-01,ja,Music,UNKNOWN
11717,Hoshi no Kirby: Pilot,1,2220,4.0,5.0,2000-01-01,ja,Special,"Adventure, Comedy, Fantasy"
19971,The Stingiest Man in Town,1,603,49.0,0.0,1978-12-24,ja,Special,"Drama, Supernatural"
10703,Detective Conan OVA 11: A Secret Order from London,1,12819,25.0,2.0,2011-05-30,ja,OVA,"Adventure, Comedy, Mystery"
866,Slayers Premium,1,19137,33.0,7.0,2001-12-22,ja,Movie,"Adventure, Comedy, Fantasy"
6718,Yamato 2520,3,2009,57.0,0.0,1994-11-21,ja,OVA,"Action, Adventure, Sci-Fi"
40595,Our Last Crusade or the Rise of a New World,12,265612,23.0,1252.0,2020-10-07,ja,TV,"Action, Fantasy, Romance"
28915,Hidamari Sketch x ☆☆☆ Recap,1,1372,67.0,0.0,2012-09-26,ja,Special,"Comedy, Slice of Life"
37990,Gurazeni Season 2,12,4713,23.0,2.0,2018-10-05,ja,TV,Sports
18781,Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,6,3546,3.0,2.0,2013-03-27,ja,Special,"Comedy, Slice of Life"
5819,Bird's Song,1,5284,34.0,11.0,2007-01-30,ja,OVA,Fantasy
11777,Lupin III: Chi no Kokuin - Eien no Mermaid,1,7242,92.0,5.0,2011-12-02,ja,Special,"Action, Adventure, Comedy"
2800,Candy Candy,115,29660,25.0,426.0,1976-10-01,ja,TV,"Drama, Slice of Life"
29667,Transparent Man,1,430,5.0,0.0,1969-01-01,ja,Movie,Avant Garde
42882,"The iDOLM@STER Cinderella Girls: Starlight Stage - 5th Anniversary! ""Go Just Go!"" PV",1,810,2.0,1.0,2020-09-09,ja,Music,UNKNOWN
15537,Tsugou no Yoi Sexfriend?,4,22903,29.0,183.0,2012-11-30,ja,OVA,Hentai
8074,High School of the Dead,12,1451863,24.0,9928.0,2010-07-05,ja,TV,"Action, Horror, Supernatural, Ecchi"
40254,XL Boss,8,32360,6.0,118.0,2019-10-07,ja,ONA,"Romance, Hentai"
41022,Delusion Sensation Compensation Federation,1,508,4.0,0.0,2016-11-18,ja,Music,UNKNOWN
51367,JoJo's Bizarre Adventure: Stone Ocean Part 2,12,208391,24.0,874.0,2022-09-01,ja,ONA,"Action, Adventure, Supernatural"
41063,Mobile Suit Gundam G40,1,3735,10.0,2.0,2020-01-01,ja,ONA,"Action, Sci-Fi"
19431,Gokujo.: Souda Onsen ni Ikou!!,1,5785,11.0,5.0,2013-06-26,ja,Special,"Comedy, Girls Love, Ecchi"
40397,Sleepy Princess in the Demon Castle,12,197811,23.0,2139.0,2020-10-06,ja,TV,"Comedy, Fantasy"
44202,Fire Emblem Heroes - Book IV Ending Movie,1,245,2.0,0.0,2020-11-26,ja,Special,"Action, Drama, Supernatural, Suspense"
49605,Ganbare Douki-chan,12,101396,5.0,291.0,2021-09-20,ja,ONA,"Comedy, Ecchi"
2525,Kekkou Kamen,4,5700,21.0,9.0,1991-08-01,ja,OVA,"Comedy, Ecchi"
47917,Bocchi the Rock!,12,425470,23.0,20871.0,2022-10-09,ja,TV,Comedy
13231,Beyblade: Shogun Steel,38,14409,12.0,15.0,2012-04-08,ja,TV,"Adventure, Sports"
36513,Yotsuiro Biyori,12,31365,23.0,172.0,2018-04-11,ja,TV,"Gourmet, Slice of Life"
1031,Yonna in the Solitary Fortress,1,2696,33.0,3.0,2006-04-08,ja,Movie,"Adventure, Fantasy"
4061,Grimm's Fairy Tale Classics,23,2614,20.0,3.0,1988-10-02,ja,TV,"Adventure, Comedy, Fantasy"
34941,Queen's Blade: Unlimited,2,11603,26.0,24.0,2018-07-13,ja,OVA,"Action, Adventure, Fantasy, Ecchi"
24905,Go-hiki no Kobuta to Charleston,1,434,2.0,0.0,1964-08-03,ja,Music,UNKNOWN
39035,Lux Straight & Beauty Massugu Ikiru,1,634,1.0,1.0,2016-08-30,ja,ONA,"Sci-Fi, Slice of Life"
2434,Slutty-Princess Diaries,3,2596,26.0,4.0,2004-08-27,ja,OVA,Hentai
9930,Snow Halation,1,21924,6.0,98.0,2010-12-22,ja,Music,UNKNOWN
9120,Beelzebub: Hirotta Akachan wa Daimaou!?,1,37682,30.0,44.0,2010-10-23,ja,Special,"Action, Comedy, Supernatural"
37291,Dawn of the World,20,5175,17.0,12.0,2018-05-20,ja,ONA,"Action, Boys Love, Horror, Supernatural, Suspense"
15633,Code:Breaker OVA,3,32306,27.0,18.0,2012-12-17,ja,OVA,"Action, Comedy, Supernatural, Ecchi"
23311,GARO: THE ANIMATION,24,141725,24.0,448.0,2014-10-04,ja,TV,"Action, Fantasy"
151,Re: Cutey Honey,3,28103,46.0,161.0,2004-07-24,ja,OVA,"Action, Comedy, Girls Love, Sci-Fi, Ecchi"
8068,Kuroshitsuji Picture Drama,1,21918,17.0,48.0,2010-01-31,ja,Special,Supernatural
53355,Kumo wo Kou,1,611,3.0,0.0,2022-10-07,ja,Music,Romance
43020,Yi Guan Xing Shen,1,572,1.0,1.0,2020-06-05,ja,Special,Slice of Life
10504,Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,1,16211,13.0,23.0,2011-03-26,ja,Special,Mystery
40472,Boku to Joi no Shinsatsu Nisshi The Animation,1,7778,23.0,31.0,2019-12-20,ja,OVA,Hentai
10334,Samurai X Recap,1,9013,47.0,26.0,1997-07-01,ja,Special,"Action, Adventure, Comedy, Romance"
42509,Super Dragon Ball Heroes: Decisive Battle! Time Patrol vs. The Dark King,1,606,8.0,2.0,2020-02-23,ja,ONA,"Action, Fantasy"
31096,Sound! Euphonium Specials,7,32459,2.0,20.0,2015-06-17,ja,Special,Comedy
3342,Rin: Daughters of Mnemosyne,6,179497,45.0,1114.0,2008-02-04,ja,TV,"Action, Girls Love, Horror, Sci-Fi, Supernatural"
32297,Tenkou Kotofumi,1,579,1.0,0.0,2011-09-18,ja,ONA,Fantasy
13659,Oreimo 2,13,425658,24.0,1195.0,2013-04-07,ja,TV,"Comedy, Romance"
16936,"Boku no Imouto wa ""Osaka Okan"": Haishin Gentei Osaka Okan.",1,4163,3.0,1.0,2012-12-29,ja,ONA,Comedy
45425,Slow Loop,12,58508,24.0,255.0,2022-01-07,ja,TV,"Gourmet, Slice of Life"
23385,Beyond the Boundary: Daybreak,1,126099,23.0,69.0,2014-07-02,ja,Special,"Action, Fantasy"
50685,KAGI-NADO,12,12199,4.0,57.0,2022-04-13,ja,TV,Comedy
7723,Hipira-kun,10,3309,5.0,1.0,2009-12-21,ja,TV,"Comedy, Fantasy, Supernatural"
15577,Hello Kitty in Alice in Wonderland,1,951,30.0,1.0,1993-11-21,ja,OVA,Fantasy
5191,Trouble Evocation,2,1515,28.0,5.0,1996-03-08,ja,OVA,"Drama, Hentai"
37422,Cinderella Girls Gekijou 3rd Season,13,6594,3.0,3.0,2018-07-03,ja,TV,"Comedy, Slice of Life"
9542,Puttsun Make Love,6,686,25.0,0.0,1987-08-14,ja,OVA,"Comedy, Romance, Ecchi"
6579,The Daichis: Earth's Defence Family - Into the Depths of Marital Hell,1,596,22.0,0.0,2002-11-25,ja,Special,"Action, Drama"
17048,Choujin Locke Special,1,562,10.0,0.0,1979-01-01,ja,Special,"Action, Sci-Fi"
34552,Dream Festival! R,12,5185,23.0,17.0,2017-08-23,ja,ONA,UNKNOWN
1729,Maria Watches Over Us 3rd,5,22034,50.0,89.0,2006-12-29,ja,OVA,"Drama, Girls Love"
667,Girl Meets Girl,12,49381,24.0,172.0,2006-01-12,ja,TV,"Comedy, Drama, Girls Love, Romance"
8554,Run Melos,1,1377,67.0,0.0,1981-02-07,ja,Special,Drama
33369,Metronome,1,603,4.0,1.0,2015-10-07,ja,Music,UNKNOWN
39500,Crystal Sea Ver. 69 (Kay Nakayama Remix),1,248,1.0,0.0,2010-01-01,ja,Music,UNKNOWN
31586,Mochibei,1,4446,1.0,11.0,2005-01-01,ja,Movie,Avant Garde
9531,Tezuka Osamu Monogatari: Boku wa Son Gokuu,1,897,69.0,2.0,1989-08-27,ja,Special,Adventure
11933,The Ambition of Oda Nobuna,12,288764,24.0,1136.0,2012-07-09,ja,TV,"Action, Comedy, Romance"
49275,Elf Academy,10,1565,5.0,16.0,2021-07-10,ja,ONA,Comedy
35343,Menhera Ayuri no Yamanai Onedari: Headphone wa Hazusenai,2,5380,17.0,3.0,2017-06-30,ja,OVA,Hentai
2480,Dragon Knight Gaiden,1,1714,47.0,1.0,1995-02-25,ja,OVA,"Action, Fantasy, Hentai"
322,Paradise Kiss,12,214073,24.0,4138.0,2005-10-14,ja,TV,"Drama, Romance"
42600,Never Giving Up!,1,2081,4.0,5.0,2020-08-01,ja,Music,UNKNOWN
4934,A.F,1,1403,15.0,0.0,2002-09-06,ja,Special,"Action, Sci-Fi"
40793,Bokutachi no Kidzuki-hen,1,468,0.5,1.0,2019-09-11,ja,ONA,Romance
39707,Gekiyaba∞Bokkan!!,1,458,3.0,0.0,2017-02-20,ja,Music,Action
7135,Mahou Sensei Negima! Movie: Anime Final,1,20623,84.0,18.0,2011-08-27,ja,Movie,"Adventure, Supernatural"
1074,Naruto: Finally a Clash!! Jounin vs. Genin!,1,78696,26.0,104.0,2005-12-22,ja,OVA,Action
1852,Hidamari Sketch,12,76692,24.0,1025.0,2007-01-12,ja,TV,"Comedy, Slice of Life"
12683,Dream Dream,1,2131,3.0,3.0,2012-01-12,ja,Music,UNKNOWN
30741,Hyoudou Ibuki: Kanpeki Ibuki Kaichou ga Kousoku Do M!? na Wake,2,7765,30.0,30.0,2015-07-31,ja,OVA,Hentai
12663,Patalliro! Stardust Keikaku,1,1671,48.0,0.0,1983-07-10,ja,Movie,"Adventure, Boys Love, Comedy, Romance"
51811,Fake.Fake.Fake,1,1236,3.0,7.0,2019-04-30,ja,Music,UNKNOWN
7307,Gegege no Kitarou (1985),108,2458,25.0,2.0,1985-10-12,ja,TV,"Comedy, Supernatural"
41514,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense. Season 2",12,198790,23.0,1238.0,2023-01-11,ja,TV,"Action, Adventure, Comedy, Fantasy"
37082,Uchuu Senkan Yamato Pilot Film,1,1217,9.0,0.0,1990-07-27,ja,Special,Sci-Fi
23037,Samurai Jam -Bakumatsu Rock-,12,29317,23.0,46.0,2014-07-02,ja,TV,"Action, Comedy"
7156,Arei's Mirror ~ Way to the Virgin Space,1,1782,26.0,0.0,1985-03-16,ja,Movie,"Action, Adventure, Sci-Fi"
38653,Dragon Ball Super: Broly - Skytree Super,1,16557,4.0,35.0,2018-11-01,ja,Special,"Action, Comedy"
1804,Here is Greenwood,6,10127,30.0,32.0,1991-11-22,ja,OVA,Slice of Life
15883,Fantasista Doll,12,26647,23.0,22.0,2013-07-07,ja,TV,"Fantasy, Sci-Fi"
2682,Blue Legend Shoot!,1,2743,25.0,4.0,1994-12-04,ja,Movie,"Action, Sports"
49893,Miss Kobayashi's Dragon Maid S: Japanese Hospitality (The Attendant is a Dragon),1,67606,23.0,284.0,2022-01-19,ja,Special,"Fantasy, Slice of Life"
3219,Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,1,6817,24.0,2.0,2007-10-10,ja,Special,"Comedy, Sci-Fi, Slice of Life"
9718,Alien Hypnosis,2,3634,30.0,2.0,2011-01-14,ja,OVA,Hentai
6547,Angel Beats!,13,2010342,24.0,47648.0,2010-04-03,ja,TV,"Drama, Supernatural"
842,Ushio and Tora,10,13680,30.0,38.0,1992-09-11,ja,OVA,"Action, Comedy, Horror"
15315,"Problem Children Are Coming from Another World, Aren't They?",10,567959,23.0,3696.0,2013-01-12,ja,TV,"Action, Comedy, Fantasy"
10043,Sailor Fuku Shinryou Tsumaka,2,3442,26.0,2.0,2011-03-11,ja,OVA,Hentai
6271,Strange Tales of Modern Mysterious Events,1,1314,46.0,1.0,2006-08-01,ja,OVA,Horror
1827,Moribito - Guardian of the Spirit,26,211708,25.0,2659.0,2007-04-07,ja,TV,"Action, Adventure, Fantasy"
17159,Peeping Life Specials,2,620,5.0,0.0,2009-01-01,ja,Special,"Comedy, Slice of Life"
35409,"Electrical Telegraphy, Electric Bells and Telephones",1,427,10.0,0.0,1931-01-01,ja,Movie,UNKNOWN
28223,Death Parade,12,1688655,23.0,27492.0,2015-01-10,ja,TV,"Drama, Supernatural, Suspense"
51479,Gunjou,1,555,4.0,2.0,2020-12-01,ja,Music,UNKNOWN
34533,Nanbaka: Idiots with Student Numbers!,1,31241,23.0,47.0,2017-04-29,ja,Special,"Action, Comedy"
38854,Magic-kyun! First Live: Hoshinomori Summer Festa 2017 Encore Animation,1,1166,20.0,0.0,2017-09-20,ja,Special,"Fantasy, Romance"
31789,Oni Chichi: Vacation,1,15567,31.0,33.0,2016-04-28,ja,OVA,Hentai
37474,Honour Student after School,3,9860,20.0,32.0,2018-05-25,ja,OVA,Hentai
10079,A Bridge to the Starry Skies,12,172303,25.0,343.0,2011-04-11,ja,TV,"Comedy, Romance, Ecchi"
33122,Patissier Monster,4,488,1.0,0.0,2016-04-26,ja,ONA,Slice of Life
35446,Residence,3,10059,18.0,74.0,2017-05-12,ja,OVA,Hentai
42990,Dogeza de Tanondemita: Isekai-hen,1,16885,3.0,32.0,2021-01-12,ja,Special,"Comedy, Fantasy, Ecchi"
22511,Kobutori,1,594,23.0,0.0,1918-03-19,ja,Movie,Comedy
40684,Twinkle World feat. Hatsune Miku,1,563,4.0,0.0,2014-08-11,ja,Music,UNKNOWN
41812,Mother of the Goddess' Dormitory,10,180865,25.0,1222.0,2021-07-14,ja,TV,"Comedy, Romance, Ecchi"
35178,Sexual Sacrifice,1,7443,16.0,19.0,2017-04-07,ja,OVA,Hentai
251,Kyou kara Maou!,78,110465,25.0,1337.0,2004-04-03,ja,TV,"Adventure, Comedy, Fantasy"
12505,C³ - CubexCursedxCurious - Outdoor School Confusion,1,27784,29.0,10.0,2012-04-25,ja,Special,"Action, Comedy, Supernatural, Ecchi"
2721,Phantom Hunter Miko,2,2077,29.0,4.0,2000-08-25,ja,OVA,"Comedy, Hentai"
39027,Aru Otoko no Ikikata,1,453,2.0,0.0,2019-01-15,ja,ONA,UNKNOWN
2355,Devilman: The Demon Bird,1,21845,57.0,114.0,1990-02-25,ja,OVA,"Horror, Sci-Fi, Supernatural"
